Meter Sequential - Variable Length - CSV kWh - Electricity
Report Date,08/06/23 00:00:00
Report Run Date,08/06/23 09:05:45
Company Name,GS - Opco Angel 1 Limited
Reporting Set,HH 1200010232050 - K19TB01223
Meters in Reporting Set,1

Company Name,Site Name,Online Meter Name,MPAN,Meter ID,Type,Est,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,14/06/21,66.820,68.605,67.535,70.205,68.840,66.535,66.065,65.855,66.025,64.385,73.290,76.130,79.135,73.535,71.040,83.065,76.075,79.500,82.545,81.985,74.125,71.250,75.935,83.060,69.275,70.380,71.560,72.965,64.555,70.745,76.925,76.330,68.265,72.415,72.665,72.795,70.845,76.045,82.410,84.045,84.720,84.195,84.845,80.165,76.550,85.065,84.285,83.080
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,15/06/21,78.555,75.780,76.155,80.410,83.405,77.165,72.420,80.575,82.280,74.285,90.090,93.300,88.660,85.050,84.255,82.550,78.090,81.485,81.065,79.700,78.825,77.145,77.340,73.005,73.235,74.485,72.395,75.660,69.850,73.210,72.920,72.755,67.660,72.235,74.835,77.805,73.860,71.390,75.120,83.795,83.865,86.130,82.785,81.995,83.605,84.180,85.330,87.585
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,16/06/21,83.930,81.170,81.345,84.705,82.860,90.835,82.595,92.130,88.670,88.430,87.470,94.050,91.010,88.195,85.080,86.560,76.455,73.500,79.805,85.680,77.765,76.780,79.520,74.605,71.495,75.635,78.330,80.115,85.185,84.655,88.065,86.540,72.305,84.450,85.755,90.025,81.830,80.890,85.150,86.575,85.265,88.210,92.130,90.530,88.860,82.120,80.065,75.815
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,17/06/21,80.710,78.695,83.820,83.955,75.000,71.815,71.000,70.320,71.480,69.735,78.030,84.660,87.920,79.470,84.820,87.555,76.715,83.720,84.000,84.340,76.240,73.900,75.310,72.675,66.560,68.570,70.075,66.130,59.520,67.480,74.955,76.235,70.120,74.710,77.665,77.250,72.505,74.375,82.040,82.240,88.130,77.265,76.295,86.060,84.790,81.340,78.235,79.710
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,18/06/21,79.505,82.255,78.900,82.140,87.560,86.400,75.685,70.110,74.755,78.690,84.765,86.445,93.535,92.215,91.345,88.370,75.605,80.715,83.185,82.730,69.995,71.320,76.130,79.225,68.030,71.440,66.410,68.595,66.605,71.355,74.430,72.285,67.820,68.735,70.520,71.460,69.340,71.445,76.670,77.860,78.290,79.925,76.480,79.055,80.580,78.330,71.650,83.815
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,19/06/21,83.615,90.190,90.490,91.950,94.675,92.370,93.040,92.580,94.240,91.290,99.710,91.815,104.415,98.445,97.280,92.465,77.725,85.990,89.430,97.445,87.045,85.370,82.060,81.305,59.680,70.315,67.920,67.960,62.505,63.880,67.665,67.455,67.645,70.345,73.185,73.465,61.740,63.655,77.710,79.730,84.310,83.665,81.360,80.755,79.145,77.585,77.130,78.240
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,20/06/21,74.850,87.775,90.150,88.015,87.485,86.070,88.125,84.645,85.120,81.905,89.360,93.095,85.880,83.495,87.100,97.600,87.725,84.865,88.700,90.100,83.400,84.795,87.015,84.035,60.845,61.805,69.300,68.705,64.690,63.800,64.380,66.815,66.415,71.435,69.175,70.295,57.785,61.055,71.525,71.395,69.280,68.915,75.825,77.750,74.065,71.880,67.340,65.285
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,21/06/21,59.965,67.870,70.175,78.785,77.480,77.340,77.820,77.620,80.280,78.680,84.265,80.445,76.315,83.310,89.465,86.940,75.845,78.490,79.665,82.220,76.740,70.050,70.580,65.040,65.440,69.285,70.775,67.655,62.555,65.820,68.585,69.735,64.010,62.240,57.795,62.665,66.655,69.030,69.530,70.165,74.045,74.840,70.455,73.240,75.275,67.625,65.370,75.985
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,22/06/21,71.325,68.435,66.880,70.405,66.060,67.230,68.500,69.725,65.785,60.780,68.235,74.055,75.700,74.465,81.470,79.585,69.900,72.050,77.670,70.240,62.075,62.440,67.410,66.675,65.300,66.730,64.795,64.885,61.860,59.355,57.650,52.015,55.840,64.940,64.020,65.275,63.315,64.620,67.750,70.355,70.560,73.490,69.365,63.805,71.065,72.160,72.630,73.395
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,23/06/21,70.095,65.480,71.610,76.145,75.025,73.170,67.310,73.095,69.370,60.820,71.250,83.295,78.555,70.445,83.300,80.615,70.050,71.230,71.490,75.320,69.355,70.260,66.605,68.370,70.025,68.705,63.710,62.805,62.740,62.150,58.205,60.445,62.415,62.825,64.545,66.700,62.760,63.945,68.430,71.535,73.835,72.820,66.365,71.265,73.945,73.230,69.965,66.025
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,24/06/21,65.520,66.415,69.355,72.870,78.280,69.240,63.590,70.480,69.350,73.940,75.365,73.010,77.145,77.595,90.540,84.020,76.045,77.525,70.250,72.800,77.055,73.935,70.980,73.775,67.640,73.945,73.505,71.200,70.150,71.410,71.005,66.475,64.755,71.490,72.205,75.610,71.430,74.465,75.960,75.560,75.875,79.035,85.685,87.280,76.610,81.700,94.950,91.920
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,25/06/21,84.465,85.115,81.440,79.850,79.745,79.515,77.880,76.355,73.715,70.960,75.785,83.240,91.880,86.600,94.335,93.040,87.130,87.295,89.930,88.170,81.470,79.890,80.040,72.025,71.865,75.900,77.390,77.100,71.485,75.905,77.305,81.445,77.800,78.600,79.300,81.110,73.420,78.805,88.530,87.860,88.760,92.590,92.595,91.015,92.890,95.665,99.245,97.190
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,26/06/21,90.235,93.540,100.035,101.315,101.485,100.105,101.870,102.040,99.310,102.545,110.100,111.185,115.360,107.760,109.945,109.605,94.005,98.110,104.545,103.720,89.500,87.625,90.625,91.960,79.290,71.995,75.945,81.760,73.635,79.940,82.835,86.760,80.040,89.840,89.190,95.110,83.940,81.170,78.650,83.620,83.370,89.690,90.340,93.375,97.685,100.285,91.210,99.615
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,27/06/21,104.490,103.950,101.405,102.645,105.520,100.315,89.845,89.860,104.255,108.260,111.010,117.055,115.270,117.305,100.155,97.750,88.625,97.645,96.510,98.870,88.715,90.520,92.685,92.995,72.330,73.450,68.700,64.100,66.905,68.785,68.520,64.925,62.710,64.010,73.230,74.060,72.375,71.545,74.900,73.695,74.615,82.235,84.525,85.965,85.285,88.225,87.405,90.735
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,28/06/21,88.655,88.250,91.340,83.395,77.490,82.290,83.110,81.640,81.435,85.710,92.755,100.950,89.585,91.680,94.705,84.865,76.410,79.085,82.025,84.795,78.050,75.335,74.975,79.890,68.840,68.530,69.655,71.800,59.325,69.170,69.265,70.610,66.475,66.060,67.265,73.695,69.340,73.635,73.545,73.665,74.915,77.590,85.240,88.025,84.765,78.115,79.805,80.265
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,29/06/21,74.575,79.885,80.645,73.965,67.315,62.230,66.035,69.065,67.825,72.985,77.495,83.110,81.545,78.555,88.620,79.990,73.350,75.650,69.235,71.675,70.305,67.955,72.140,71.805,63.360,64.555,63.925,66.675,64.765,63.430,60.865,58.810,62.160,66.390,71.050,70.575,64.995,68.815,68.485,70.720,68.085,73.900,77.445,72.700,66.625,76.280,76.825,76.515
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,30/06/21,74.240,73.890,83.555,84.855,80.725,78.255,72.800,70.050,65.530,66.740,70.670,80.520,80.390,83.020,87.840,87.165,72.290,76.540,78.390,77.660,64.415,68.465,71.460,71.350,64.980,63.330,67.180,66.235,64.570,62.710,62.480,65.030,56.065,60.470,66.400,73.420,67.130,69.735,72.535,76.815,76.155,81.185,81.540,84.720,84.460,75.250,75.640,78.020
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,01/07/21,74.925,76.400,73.595,70.455,73.660,77.285,80.320,78.100,75.885,67.610,79.605,89.005,85.770,79.120,86.755,83.995,73.390,75.725,78.840,72.045,67.710,59.375,65.640,65.670,61.715,62.330,64.130,66.600,66.470,68.410,71.040,70.925,63.430,63.645,57.795,58.855,65.480,67.000,65.570,65.835,67.340,71.795,74.905,75.105,78.510,77.575,75.940,70.900
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,02/07/21,75.560,74.675,73.235,76.430,79.965,75.085,71.740,70.320,70.170,68.675,75.555,80.315,77.185,79.240,89.030,86.560,81.790,78.815,81.985,80.000,83.345,82.840,84.755,81.430,71.970,69.190,71.895,78.075,71.565,77.280,78.290,83.605,74.865,81.485,86.480,86.915,79.630,84.960,83.675,80.230,88.545,91.870,94.210,90.765,92.410,92.625,93.535,94.160
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,03/07/21,89.545,87.070,85.605,93.070,88.400,82.395,86.280,88.205,88.970,89.640,89.330,97.430,99.170,85.590,89.480,95.135,83.530,82.390,95.600,98.250,80.845,79.320,75.335,73.870,63.350,66.280,67.905,69.520,63.805,65.955,61.745,66.125,65.355,73.175,77.715,76.905,71.255,75.210,77.625,82.790,82.455,84.790,85.830,83.230,78.820,85.730,88.950,89.035
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,04/07/21,88.940,89.675,87.520,94.565,87.780,92.535,88.595,84.550,84.745,84.245,94.745,103.790,104.120,102.585,96.890,96.455,76.675,85.625,95.480,94.980,81.430,76.065,89.235,97.630,74.575,75.795,74.015,74.170,67.135,67.905,67.410,66.585,64.870,62.470,60.465,67.725,66.120,66.455,67.415,67.790,68.550,70.750,70.715,71.005,72.625,72.040,68.710,66.515
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,05/07/21,71.175,68.300,67.675,73.840,73.070,66.760,66.570,64.850,67.170,68.335,81.475,80.200,84.780,83.660,82.210,81.875,76.670,83.380,85.900,84.155,73.945,72.370,72.315,72.660,60.145,67.380,70.195,66.220,65.895,66.895,66.960,68.990,68.465,69.755,74.265,76.250,68.965,64.565,74.135,78.415,89.690,81.125,78.485,84.275,83.475,77.415,74.490,72.505
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,06/07/21,72.215,71.150,69.965,69.215,74.200,73.270,72.760,74.640,74.095,76.155,81.100,81.965,90.395,86.370,86.090,80.020,80.635,86.730,88.115,84.835,74.955,72.625,73.315,73.335,71.095,73.590,76.335,72.780,63.995,71.410,72.665,74.855,75.800,76.995,73.860,76.930,71.415,73.690,78.630,77.635,77.715,75.315,81.095,78.950,79.850,82.080,79.950,75.770
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,07/07/21,76.710,78.025,83.280,82.230,76.550,71.265,71.300,77.165,73.445,70.250,87.070,90.405,76.905,78.185,79.700,72.225,72.075,72.810,68.470,75.475,76.925,74.290,73.160,72.620,66.730,74.595,76.880,71.920,70.950,70.015,66.675,64.750,63.310,66.810,68.950,74.830,68.365,66.865,65.430,68.070,69.630,70.970,72.505,71.280,71.045,63.820,69.440,69.370
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,08/07/21,70.400,67.830,65.990,67.255,70.140,70.420,68.600,68.620,70.450,65.695,67.860,80.225,76.355,76.285,78.375,75.800,75.270,75.620,75.785,80.720,74.430,70.375,66.180,75.165,74.065,69.420,68.015,67.310,64.065,69.220,75.270,74.605,68.865,71.065,71.910,69.785,58.030,65.060,69.130,72.395,71.010,70.355,75.260,77.760,80.190,80.060,79.950,82.940
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,09/07/21,82.240,71.220,71.260,79.095,83.875,82.890,82.065,74.840,83.745,82.760,91.235,96.270,94.655,88.125,77.075,90.510,81.555,87.810,87.220,86.485,78.450,79.305,85.615,83.075,73.755,72.830,71.975,68.510,60.425,72.350,74.605,79.785,71.430,74.265,72.985,75.840,65.460,71.485,79.635,81.110,78.055,80.895,85.100,83.605,85.065,81.385,80.730,78.100
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,10/07/21,80.830,77.795,83.760,81.485,79.770,74.460,79.110,85.215,83.620,82.660,88.120,84.980,94.090,90.425,90.050,89.510,74.600,77.895,81.395,84.140,84.030,77.420,78.940,80.070,72.615,71.470,71.510,70.875,69.730,70.185,68.570,65.245,65.430,75.885,75.285,75.150,71.135,73.160,77.075,78.140,79.025,76.275,81.745,78.460,71.320,75.085,79.085,77.770
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,11/07/21,82.075,82.345,82.265,81.245,80.460,85.920,78.090,74.945,77.700,64.770,73.735,89.925,92.100,87.600,87.205,86.180,69.710,83.085,88.710,87.260,77.285,79.915,75.050,68.895,66.090,69.505,72.390,73.305,68.380,68.595,71.525,70.905,65.820,65.625,67.285,65.260,60.570,69.740,69.770,69.195,69.405,69.280,65.185,65.920,67.335,66.405,68.735,69.900
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,12/07/21,64.655,67.700,76.125,71.445,69.555,71.520,72.555,70.145,69.975,74.225,81.940,83.410,85.945,76.910,76.890,77.810,71.960,76.085,80.135,81.710,79.140,80.895,84.085,84.390,70.200,68.190,60.390,58.200,64.045,68.795,68.785,74.265,67.470,65.070,67.660,69.010,65.780,66.725,70.670,67.200,72.160,80.160,78.495,77.550,70.315,71.225,74.890,77.680
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,13/07/21,73.640,70.975,71.190,68.445,64.435,59.100,63.265,63.440,63.155,63.690,67.225,74.800,82.675,78.265,84.130,86.300,75.390,74.265,79.515,85.030,78.860,77.850,74.195,74.405,70.135,71.660,70.960,77.595,73.410,74.435,66.650,65.960,70.955,71.155,72.635,78.430,71.740,76.180,79.795,85.465,79.820,82.435,82.285,76.235,78.265,82.170,80.120,77.325
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,14/07/21,76.340,76.750,77.185,70.240,70.620,69.640,69.915,72.955,67.275,67.365,77.055,82.570,83.320,80.680,86.340,82.155,75.945,81.370,84.025,83.565,74.485,67.155,70.735,74.900,67.055,68.185,66.510,69.440,67.165,66.920,68.315,69.360,66.305,67.170,70.235,66.045,64.640,71.495,78.700,83.120,86.200,89.710,89.475,93.530,92.370,86.365,80.055,80.475
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,15/07/21,76.325,66.015,72.190,72.625,69.985,73.900,76.575,74.050,72.705,70.800,78.755,76.300,82.245,80.105,81.855,81.860,77.085,84.115,84.260,84.715,75.790,72.540,69.515,70.630,65.385,68.580,64.505,69.010,57.110,61.290,64.875,68.785,69.170,71.100,69.170,72.025,64.640,67.635,72.140,73.485,73.840,68.150,67.465,73.440,76.345,74.470,73.895,74.655
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,16/07/21,74.610,72.905,66.930,67.170,70.040,69.185,62.435,59.880,66.745,65.505,73.925,76.615,84.495,79.610,90.290,87.340,78.350,81.645,81.330,74.665,68.655,73.550,77.670,78.930,72.190,72.260,71.710,75.505,68.280,69.370,78.700,81.675,75.880,72.390,87.840,89.740,83.815,90.325,91.745,87.910,88.825,91.915,93.465,97.405,97.515,98.770,88.285,90.905
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,17/07/21,97.715,95.040,92.435,93.080,98.230,93.090,86.065,87.705,86.675,85.950,87.265,90.785,92.035,94.630,99.240,94.035,80.285,87.215,98.070,98.815,82.215,85.515,92.015,92.375,74.515,73.800,70.620,78.135,76.570,81.510,83.810,87.715,75.680,85.245,88.920,89.340,82.000,88.795,93.905,99.700,96.210,103.825,108.235,113.045,110.780,104.860,106.110,100.095
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,18/07/21,96.320,93.975,92.560,96.345,95.670,92.235,92.315,92.865,92.970,88.275,90.190,96.540,98.285,99.045,103.360,99.595,75.470,93.205,98.780,94.480,87.320,97.385,102.015,102.890,75.950,81.595,81.260,83.815,71.500,76.405,173.120,224.470,75.835,70.800,77.055,87.665,78.655,82.555,85.345,84.795,89.655,88.090,93.745,96.820,91.980,92.220,89.415,88.935
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,19/07/21,82.855,86.910,86.225,83.350,86.285,87.690,87.825,86.385,87.195,89.565,90.370,92.110,99.700,92.215,92.630,90.515,84.060,90.055,94.850,96.595,87.435,89.545,88.185,89.535,75.425,77.195,91.890,91.310,82.420,83.610,80.510,88.365,86.300,96.160,101.825,104.510,81.650,89.685,94.730,95.175,96.700,98.280,101.080,104.565,98.455,98.840,101.155,100.705
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,20/07/21,99.970,93.950,93.540,98.610,92.380,88.875,89.875,92.200,86.490,82.730,85.990,92.630,97.130,98.845,100.180,106.250,85.215,91.610,95.400,98.875,83.290,84.745,88.515,92.140,76.205,89.885,98.485,102.075,83.205,90.215,93.470,96.720,85.380,93.020,105.360,103.305,83.320,85.455,90.320,88.465,99.800,103.130,104.740,103.740,105.375,105.810,99.490,99.545
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,21/07/21,97.280,94.225,97.280,94.385,95.545,85.860,83.395,86.520,87.040,87.665,93.145,98.855,102.785,98.900,104.480,104.055,82.910,88.435,102.225,97.560,79.675,86.510,90.310,89.230,76.945,81.825,83.125,84.290,72.945,83.420,94.670,92.755,86.780,94.220,87.035,89.065,81.875,91.625,94.500,95.975,96.650,96.655,100.315,102.850,104.905,105.390,109.985,104.485
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,22/07/21,100.090,99.860,104.910,105.415,103.315,105.550,100.575,96.180,97.445,95.610,99.885,104.400,102.225,98.070,97.940,105.760,87.470,98.175,108.645,105.760,89.965,89.895,94.085,96.905,79.015,84.615,87.255,91.310,79.240,93.075,99.540,100.435,85.605,96.005,98.130,99.200,88.755,94.150,96.745,101.325,100.865,101.540,95.385,97.430,108.825,108.500,110.315,111.335
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,23/07/21,106.555,104.670,103.270,104.595,103.510,100.310,101.045,98.210,94.750,99.240,99.290,103.130,102.315,101.330,105.355,105.545,83.910,96.305,100.330,102.945,82.720,81.905,90.260,88.935,72.205,80.460,87.120,90.900,79.605,89.815,91.305,90.865,79.575,87.250,85.305,88.290,79.090,87.380,94.995,92.940,98.860,102.560,100.290,103.840,98.595,99.635,99.535,95.610
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,24/07/21,96.010,97.090,97.125,93.520,92.990,92.660,89.540,93.825,97.880,99.650,118.270,113.645,99.790,104.270,105.600,104.385,75.585,80.785,91.505,95.165,84.005,90.590,99.050,95.345,67.195,67.390,76.480,77.275,71.060,76.005,77.455,84.575,76.820,84.325,94.210,100.665,79.140,89.870,91.095,88.380,95.455,96.680,102.075,107.225,104.295,107.910,108.185,105.515
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,25/07/21,105.750,104.275,105.900,100.385,93.490,96.710,94.680,93.805,91.745,93.510,95.625,108.575,110.115,112.110,109.300,107.625,75.165,83.130,96.780,103.105,90.050,89.855,97.400,92.890,77.765,75.020,74.990,78.495,69.455,71.885,65.210,67.860,66.595,68.080,72.490,73.415,74.245,80.740,82.790,83.960,89.355,88.655,88.690,86.940,84.650,91.350,93.165,96.105
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,26/07/21,91.215,93.690,93.630,91.835,90.880,86.840,87.155,87.855,84.060,79.215,94.345,93.195,96.155,92.780,98.585,98.010,80.060,86.790,86.890,89.715,81.555,80.840,78.680,79.345,71.520,68.470,68.320,70.975,67.105,73.960,77.735,74.545,72.320,74.420,79.010,84.800,68.755,81.445,83.515,85.195,85.915,95.935,96.660,98.135,93.220,93.670,93.965,93.395
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,27/07/21,92.630,82.820,78.415,93.255,95.375,88.940,79.130,79.640,79.135,79.490,85.020,88.870,98.675,99.270,100.935,96.760,78.305,90.270,93.010,89.815,78.820,74.710,77.830,77.650,72.595,74.200,73.325,70.900,66.375,62.315,70.510,80.585,76.175,80.295,89.455,92.825,83.975,88.275,89.115,88.190,92.040,98.775,96.400,96.350,100.275,102.590,98.530,93.670
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,28/07/21,93.460,89.710,88.860,94.255,98.010,94.055,87.950,88.130,89.470,85.330,97.875,96.730,105.910,99.215,108.930,108.185,90.190,95.720,101.225,103.065,83.470,80.915,73.395,75.955,71.500,76.715,73.640,76.635,69.400,68.020,69.145,71.630,70.385,78.800,81.425,78.245,70.750,82.885,83.720,86.760,83.175,87.420,94.950,98.405,101.455,100.100,97.750,102.870
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,29/07/21,90.720,90.230,98.605,95.960,96.950,96.550,95.890,93.205,95.840,94.935,97.685,100.250,101.630,90.785,101.310,105.020,83.415,92.065,98.360,94.625,83.155,79.890,82.160,83.735,70.135,76.230,67.520,71.740,72.565,72.495,72.860,78.095,76.235,78.570,84.415,83.560,76.735,78.930,78.695,86.405,82.375,84.805,92.655,93.630,96.400,93.305,89.460,89.330
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,30/07/21,89.850,83.335,85.450,84.680,82.295,79.700,79.725,84.755,85.615,90.340,92.720,103.085,102.295,96.435,96.515,100.100,79.430,91.425,98.485,83.270,77.965,84.490,91.990,88.195,72.010,74.980,77.715,76.060,71.930,75.755,82.860,85.515,70.260,79.760,87.365,92.205,83.940,83.565,88.995,92.380,94.370,94.735,93.470,97.685,92.210,87.620,85.440,90.685
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,31/07/21,88.670,93.645,103.565,98.565,95.500,92.265,92.915,92.320,92.715,91.235,91.410,98.830,100.095,105.135,113.335,108.825,81.430,92.585,95.465,94.660,87.565,81.945,84.065,78.810,65.095,69.515,69.815,75.920,72.040,77.325,82.935,84.610,78.355,80.205,85.100,85.050,80.860,79.000,84.600,91.150,93.125,97.215,99.880,101.985,102.830,101.620,103.160,105.580
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,01/08/21,108.690,109.020,95.700,91.620,95.195,95.645,93.905,100.530,95.210,90.435,96.180,103.475,102.980,94.195,99.570,99.815,83.200,96.985,104.745,102.925,90.335,86.830,86.075,86.165,70.340,73.740,73.325,72.760,60.355,61.520,67.455,68.835,66.225,70.150,71.660,73.140,67.995,69.615,70.675,72.985,77.125,73.755,83.065,87.440,87.345,90.870,89.090,84.130
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,02/08/21,85.035,84.725,86.245,83.265,81.445,79.195,75.215,78.070,76.005,75.700,78.255,84.165,89.015,85.525,89.620,90.635,81.730,85.015,84.130,89.260,82.510,81.370,79.115,80.225,73.455,75.785,75.455,75.040,69.115,75.805,80.680,71.395,65.465,73.455,76.415,83.540,72.450,77.105,86.345,86.295,91.030,94.280,98.140,102.765,102.390,95.380,89.675,93.300
