Meter Sequential - Variable Length - CSV kWh - Electricity
Report Date,08/06/23 00:00:00
Report Run Date,08/06/23 09:05:45
Company Name,GS - Opco Angel 1 Limited
Reporting Set,HH 1200010232050 - K19TB01223
Meters in Reporting Set,1

Company Name,Site Name,Online Meter Name,MPAN,Meter ID,Type,Est,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,11/02/22,95.455,91.330,90.280,90.035,80.400,83.670,85.610,84.150,87.030,90.615,99.770,108.830,109.445,108.310,108.860,114.640,124.170,125.425,121.945,117.510,91.210,90.320,91.885,81.615,71.030,75.635,79.050,83.445,76.570,76.960,82.785,88.190,81.620,81.570,86.140,92.135,88.045,91.210,92.875,91.620,97.645,100.795,99.195,91.110,100.225,102.880,109.380,106.170
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,12/02/22,103.595,100.295,104.560,98.130,94.105,90.415,94.685,97.525,101.675,97.730,103.950,109.500,114.875,115.080,111.895,103.910,104.535,115.205,126.350,121.905,96.545,97.785,97.480,87.845,81.990,81.410,90.160,90.525,85.615,89.040,93.610,94.455,90.790,95.430,88.285,93.700,96.350,104.845,104.535,110.390,113.070,115.050,109.615,114.930,112.785,111.345,121.350,117.970
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,13/02/22,111.895,105.520,107.965,102.330,105.705,106.020,99.495,100.070,103.635,106.615,109.035,114.965,116.390,116.190,110.220,114.975,122.640,113.010,126.030,124.970,107.265,103.435,105.655,106.540,87.525,86.960,82.980,85.830,82.375,88.520,88.915,89.095,88.830,97.070,105.110,100.475,81.620,94.940,100.235,98.215,99.390,103.170,101.060,107.195,105.350,105.790,111.130,107.465
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,14/02/22,106.525,102.475,100.650,98.075,99.050,109.735,94.815,83.810,80.450,77.820,86.635,100.885,103.540,103.925,110.695,113.010,117.595,116.035,120.680,105.985,81.585,88.250,92.955,94.375,88.245,92.100,91.560,87.555,87.925,88.690,89.320,80.990,86.210,98.835,93.600,89.985,88.150,98.945,101.040,107.225,112.595,113.370,125.335,116.660,113.445,109.565,100.825,111.585
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,15/02/22,112.415,109.885,110.850,104.250,99.780,95.950,92.470,93.990,88.780,93.655,102.925,110.120,126.050,118.835,124.175,118.810,123.900,126.730,120.880,113.835,91.225,91.245,88.000,87.270,82.235,82.470,83.405,84.250,74.795,76.135,79.965,87.625,83.745,88.790,91.650,98.330,92.905,102.295,105.585,94.570,103.200,117.255,118.555,118.635,113.205,105.555,110.615,104.525
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,16/02/22,101.550,90.515,95.445,102.135,100.175,101.085,94.710,91.630,98.275,100.570,101.575,99.785,105.715,116.900,123.365,126.300,124.235,126.080,127.835,112.755,85.950,89.655,82.240,91.315,79.955,83.090,89.745,89.110,83.265,96.435,95.635,92.625,80.425,83.475,82.250,87.925,90.410,94.895,101.070,105.200,106.190,102.300,109.285,98.615,98.365,105.605,109.620,96.890
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,17/02/22,89.720,87.865,90.670,92.435,91.740,85.220,79.295,81.910,87.220,87.580,97.590,102.355,103.115,108.640,114.330,113.390,109.785,111.905,117.200,113.245,87.625,82.920,86.625,87.015,92.370,90.390,89.235,81.775,89.730,97.100,89.185,87.130,83.655,88.705,87.090,89.505,78.960,77.100,78.505,86.405,90.700,88.225,86.585,90.665,92.935,93.105,88.600,87.690
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,18/02/22,86.110,86.970,89.280,90.790,87.060,81.740,79.230,79.575,79.760,78.850,86.125,95.685,96.475,98.490,108.830,112.865,119.560,123.525,131.460,117.800,78.885,83.030,90.105,88.685,81.425,81.990,85.410,90.420,80.965,75.180,77.460,87.170,83.585,92.885,94.460,87.040,86.050,96.990,97.895,92.325,100.390,105.855,116.365,113.110,110.250,113.800,118.360,116.630
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,19/02/22,102.525,99.150,104.210,105.480,103.030,99.120,97.575,97.145,96.540,99.875,103.495,117.890,124.595,119.390,133.155,127.305,124.200,121.590,122.675,120.580,84.060,89.670,93.055,100.510,90.075,91.860,96.500,95.745,103.865,95.550,90.885,87.725,80.180,84.395,87.010,91.655,83.560,86.985,92.525,99.235,97.335,107.265,111.605,118.470,116.270,116.560,118.825,115.845
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,20/02/22,107.845,103.560,100.315,104.745,107.050,108.965,109.710,114.840,107.685,105.870,122.535,116.275,117.120,118.310,120.345,125.295,134.365,139.085,137.610,128.900,85.235,85.875,88.120,87.960,83.665,80.550,82.790,85.965,84.565,83.590,87.135,92.755,75.660,79.580,86.750,87.015,81.620,85.925,90.235,100.240,103.055,106.575,99.465,99.310,103.235,102.920,105.200,104.400
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,21/02/22,101.180,101.630,101.460,95.100,87.370,90.715,95.360,96.945,94.570,97.795,115.915,113.990,108.165,117.815,112.260,113.830,130.815,132.305,127.440,116.905,90.960,97.840,99.595,99.680,85.285,80.240,86.275,91.820,96.095,88.560,95.545,99.550,93.235,91.430,89.795,88.610,92.630,99.040,99.040,105.400,111.235,116.850,113.150,107.030,108.065,98.345,96.560,102.490
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,22/02/22,107.435,104.415,101.555,103.410,101.655,99.985,100.070,94.975,96.000,98.745,113.225,111.745,107.165,118.400,123.195,116.310,117.470,110.455,108.770,108.065,81.055,85.295,97.830,94.620,82.640,86.790,96.290,86.680,79.475,88.850,95.200,92.155,87.310,96.090,99.410,103.655,89.655,93.800,98.270,101.290,108.140,111.550,117.260,113.740,107.270,109.230,110.655,110.350
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,23/02/22,106.735,101.165,107.645,110.045,104.790,104.795,101.055,104.365,102.720,103.260,109.505,117.120,126.895,134.385,134.680,135.310,132.745,120.105,120.475,122.525,95.245,83.770,84.990,85.415,89.730,89.695,89.895,90.065,80.695,92.740,87.805,89.570,78.410,81.490,90.675,90.120,90.540,95.290,104.300,107.895,104.730,108.595,113.595,102.210,99.760,99.980,96.455,95.795
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,24/02/22,100.865,102.205,98.065,95.885,97.190,89.030,88.990,92.085,95.320,100.030,104.875,111.565,116.740,121.565,127.815,126.680,128.330,125.060,123.340,119.980,90.975,86.460,89.565,85.760,86.240,95.695,87.300,87.355,88.235,92.510,88.670,90.005,84.185,90.910,97.690,102.880,90.470,95.685,100.480,106.855,111.210,113.085,113.735,116.740,117.025,119.725,110.710,112.055
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,25/02/22,112.940,115.095,107.805,107.955,105.960,102.790,99.975,99.480,93.505,105.960,114.155,118.155,118.115,123.835,136.560,129.710,139.290,140.115,128.740,111.055,81.395,85.300,84.775,82.275,80.220,81.465,81.305,79.310,75.200,76.295,82.375,88.330,86.670,93.645,100.280,95.560,77.595,80.960,87.405,91.755,97.985,100.460,98.165,108.880,108.390,109.215,111.275,110.220
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,26/02/22,115.365,109.295,112.760,109.650,104.335,104.860,106.180,101.255,98.435,101.385,113.425,118.925,111.635,112.390,112.995,114.470,122.720,118.090,118.630,112.315,91.420,86.840,88.345,93.920,80.025,81.735,89.810,91.065,91.795,90.485,88.460,89.440,85.785,90.645,91.960,91.590,89.020,93.950,107.285,110.955,117.165,123.370,119.535,114.590,105.810,103.890,105.845,113.395
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,27/02/22,103.460,112.335,106.865,109.325,105.515,101.835,95.160,94.565,100.135,101.490,114.295,125.160,118.275,122.395,130.050,121.520,128.715,130.960,135.570,128.935,100.580,94.920,98.290,97.370,100.300,88.685,85.090,84.780,86.490,86.405,84.830,89.455,88.955,95.585,95.820,92.490,81.900,92.975,97.150,97.015,97.925,107.525,111.855,119.865,113.305,110.495,98.765,101.090
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,28/02/22,103.565,97.240,99.390,99.600,97.030,95.940,93.550,91.770,87.110,91.240,110.115,115.650,109.160,109.920,116.445,119.125,120.200,119.620,117.645,109.355,88.295,90.210,88.185,88.360,84.415,89.735,83.720,89.775,88.720,80.020,81.350,84.760,86.485,91.850,89.690,93.530,88.770,95.670,97.920,104.460,96.040,100.635,110.075,108.995,111.350,105.165,94.865,92.475
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,01/03/22,89.850,90.995,88.390,85.260,83.270,92.440,92.970,91.345,90.485,89.470,102.835,103.375,100.855,106.860,109.265,109.945,116.875,114.575,110.285,103.915,88.820,84.475,85.350,80.380,75.995,79.450,80.075,78.990,79.040,85.850,86.375,85.535,84.575,85.570,84.850,85.710,85.985,86.335,96.750,102.105,103.870,103.005,105.765,106.020,99.635,105.540,115.595,118.995
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,02/03/22,112.115,109.285,109.385,108.230,103.230,91.465,90.545,98.885,102.055,97.275,106.280,121.510,120.340,119.540,125.100,123.990,119.675,120.020,121.995,112.320,90.380,84.695,87.920,93.155,79.395,83.400,87.930,92.455,89.330,85.715,88.735,90.785,82.690,76.990,86.650,90.635,91.950,99.760,98.895,98.855,102.295,103.735,104.220,95.190,99.145,94.200,99.080,99.435
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,03/03/22,96.245,94.855,96.010,95.035,94.200,88.780,93.885,98.105,99.310,94.150,104.630,117.800,113.295,114.040,114.080,115.655,121.920,123.770,121.515,108.000,82.840,81.960,83.035,85.100,84.940,74.480,85.980,82.765,79.970,76.965,84.315,93.260,83.115,74.110,69.995,82.110,82.330,84.550,87.255,88.185,88.115,94.145,95.960,86.880,93.260,92.090,91.815,89.145
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,04/03/22,90.395,90.615,89.800,88.850,85.070,82.085,81.475,86.950,87.590,85.945,96.555,105.545,103.725,107.030,114.415,106.065,110.890,120.780,122.245,109.800,86.885,85.615,86.240,88.185,84.875,76.930,77.485,82.565,80.125,81.705,93.235,89.050,83.245,91.450,100.415,90.690,74.060,82.240,86.305,86.360,91.020,88.915,90.420,89.815,92.315,84.225,81.470,90.555
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,05/03/22,93.295,88.330,88.530,86.445,88.915,83.580,83.560,79.865,79.670,83.905,98.470,106.385,101.525,108.885,111.790,107.690,109.570,108.060,108.240,105.375,90.250,87.890,85.175,89.115,84.615,87.070,77.755,86.195,81.295,78.505,78.190,85.635,81.905,83.040,84.495,85.100,76.435,88.100,85.805,89.510,95.015,95.455,98.230,100.210,97.020,104.965,109.175,105.805
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,06/03/22,100.170,99.380,99.635,100.985,95.040,92.460,97.260,98.750,96.320,94.190,113.040,113.105,114.100,109.550,113.950,122.670,119.325,123.865,127.395,119.520,96.960,95.515,88.785,83.290,77.095,75.885,80.845,87.460,82.675,85.550,87.770,80.890,77.290,91.060,88.045,88.765,86.815,85.995,92.150,94.955,98.835,96.155,107.260,113.735,112.315,101.870,101.985,102.095
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,07/03/22,95.985,90.245,93.465,96.180,98.955,100.160,97.545,100.125,97.315,96.190,103.670,113.030,107.760,108.575,117.155,119.250,119.230,123.125,109.970,104.290,89.580,89.780,89.880,85.450,81.580,79.305,80.720,76.125,75.530,84.570,92.230,93.725,95.725,98.310,105.340,97.175,94.835,120.145,115.770,115.205,123.985,125.120,125.165,127.220,121.685,118.205,119.255,126.085
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,08/03/22,126.565,121.055,128.195,120.020,117.055,104.855,108.185,114.125,107.875,108.705,122.775,124.345,126.550,123.010,143.895,136.825,136.095,133.870,133.540,118.965,91.735,87.720,87.335,92.975,84.940,83.040,83.700,81.725,76.735,83.765,69.250,72.535,81.370,75.985,86.210,86.060,77.155,87.480,91.275,86.735,87.450,104.160,121.555,120.120,124.890,119.565,116.340,117.550
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,09/03/22,104.695,100.570,99.040,103.000,99.430,99.350,97.045,96.070,99.465,96.655,101.295,112.400,119.330,120.650,141.520,134.295,141.765,142.475,135.070,117.350,81.600,96.325,98.990,87.630,85.355,88.885,87.390,81.615,70.990,73.385,84.225,85.625,87.725,88.335,91.220,96.115,87.655,89.525,91.305,111.405,104.270,101.060,104.865,115.895,111.870,111.415,104.140,103.850
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,10/03/22,98.315,102.465,99.410,99.810,99.400,99.395,94.760,95.370,93.505,94.385,106.340,120.070,113.910,123.765,123.070,123.830,121.040,122.135,123.910,107.250,81.605,91.300,95.480,96.300,94.080,97.895,92.925,84.290,80.730,80.530,79.955,85.505,85.430,95.980,96.515,95.490,89.045,91.000,105.170,103.425,102.760,115.260,118.430,123.650,125.040,124.800,116.395,108.690
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,11/03/22,108.655,102.965,93.355,95.630,101.745,98.535,95.985,94.260,95.805,91.845,105.095,105.300,107.590,116.825,123.525,130.125,124.390,122.220,118.165,109.365,87.390,82.955,73.160,76.165,82.925,81.820,82.260,82.940,82.780,88.520,96.115,80.755,76.945,86.610,88.810,94.450,88.250,92.625,97.055,98.315,105.010,92.330,100.305,101.930,100.245,101.420,101.725,106.895
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,12/03/22,101.490,100.140,100.455,93.435,92.350,100.675,93.550,87.160,88.120,90.550,92.630,107.165,103.935,96.500,105.680,112.425,115.655,120.805,113.650,109.130,90.435,87.190,84.455,80.480,80.480,83.645,85.670,84.720,83.120,90.425,84.065,84.470,78.735,78.055,78.980,93.680,88.080,91.135,91.065,94.600,96.240,97.065,93.765,89.925,84.335,86.160,90.675,82.465
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,13/03/22,87.110,90.695,88.525,88.750,89.025,85.695,78.150,73.760,78.340,80.065,87.935,95.780,91.800,98.810,101.210,102.225,110.060,110.625,126.070,120.120,89.830,83.285,80.580,80.730,81.560,77.840,73.015,72.355,75.985,75.030,82.135,82.790,73.365,79.525,83.585,86.030,71.965,69.110,81.975,87.470,84.465,86.095,84.180,86.090,81.265,76.875,76.800,72.990
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,14/03/22,69.030,69.600,74.135,72.675,71.075,70.110,69.825,68.365,69.665,70.480,70.190,80.715,82.735,88.870,93.440,96.845,96.500,93.195,95.210,93.265,73.285,73.095,75.720,73.740,74.105,76.735,73.390,73.790,70.845,76.755,74.075,85.440,79.805,86.855,99.650,94.815,84.320,88.865,91.650,95.760,92.420,95.850,100.835,101.160,95.795,98.630,90.910,92.030
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,15/03/22,95.670,92.655,92.315,88.650,92.295,97.115,97.710,92.245,85.205,87.785,102.665,104.285,107.155,103.135,110.245,115.680,118.145,115.000,106.640,102.160,78.650,78.895,89.535,78.885,74.160,84.105,80.070,80.500,77.100,78.830,81.140,81.240,79.200,86.050,81.250,82.225,83.405,88.620,91.590,92.825,92.890,98.060,95.370,100.045,95.910,83.865,86.880,86.600
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,16/03/22,90.560,89.235,88.240,86.055,82.950,88.355,84.380,78.230,78.480,84.610,92.540,102.115,99.670,104.230,116.120,120.955,120.935,115.725,103.785,104.845,80.685,79.590,78.350,80.915,81.305,78.595,81.895,77.360,71.730,75.010,96.120,95.760,87.385,86.730,88.860,89.170,81.445,82.125,76.670,80.490,93.955,95.140,98.670,101.220,104.755,101.825,98.270,102.695
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,17/03/22,92.410,84.110,82.690,86.240,80.985,84.095,86.965,86.890,85.295,90.055,87.770,87.280,97.435,109.710,114.375,107.965,108.615,115.365,113.740,106.990,82.510,78.335,86.100,90.555,85.770,80.835,77.255,77.350,73.635,76.740,75.680,74.365,75.175,80.655,76.740,80.680,76.605,76.000,74.090,77.485,78.180,80.625,77.160,81.240,87.395,80.980,85.300,85.400
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,18/03/22,87.345,84.460,86.010,82.080,75.875,71.160,76.725,74.425,74.835,74.405,84.765,95.095,86.565,96.410,101.970,93.435,99.660,105.860,103.185,104.815,81.765,82.535,77.420,78.535,75.635,72.325,69.805,74.380,70.555,73.145,83.665,80.655,76.840,94.800,157.915,141.805,69.295,79.120,84.275,85.830,86.470,94.635,98.780,99.875,100.555,97.985,87.700,93.420
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,19/03/22,95.060,98.060,94.965,93.770,97.150,91.965,88.880,80.860,78.155,84.040,95.925,101.740,99.460,101.975,103.830,105.780,107.740,101.805,109.955,113.435,85.355,83.330,83.195,87.645,74.495,76.845,70.225,71.795,72.320,71.710,76.180,77.965,79.550,78.915,80.395,72.615,72.805,82.470,86.445,87.000,90.000,90.995,95.925,94.635,95.385,83.765,83.435,90.925
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,20/03/22,87.860,88.345,90.980,86.470,88.775,90.305,86.870,85.080,92.250,90.750,103.935,106.710,105.125,102.965,107.195,111.385,102.115,111.785,113.555,114.720,89.080,82.905,81.305,84.980,88.955,76.040,72.220,80.350,75.420,78.445,82.150,83.080,82.380,81.525,77.485,80.275,73.305,77.490,85.850,84.940,87.180,88.980,87.300,96.485,95.160,88.895,85.595,85.275
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,21/03/22,88.440,85.755,86.365,87.505,87.390,84.385,87.990,87.125,80.915,78.080,93.075,99.560,105.240,100.370,103.255,106.515,104.225,105.955,95.195,94.970,78.265,78.100,80.305,77.490,73.735,72.295,72.275,76.825,67.405,73.620,82.305,79.835,78.725,90.840,93.390,92.475,83.640,84.975,84.530,88.485,96.755,97.350,101.460,101.870,99.730,89.640,92.475,93.820
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,22/03/22,84.985,92.265,92.615,87.610,87.180,88.160,86.500,85.780,82.685,80.855,79.785,94.200,99.335,106.045,112.995,114.205,118.230,114.340,114.525,112.210,72.065,70.225,80.175,88.150,79.200,81.870,80.885,83.025,73.330,77.075,79.895,79.075,76.200,80.520,75.070,78.840,85.980,89.145,93.740,101.680,97.005,94.525,95.445,97.665,98.330,98.820,101.675,95.080
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,23/03/22,93.785,93.600,91.420,84.675,81.370,83.445,76.975,75.375,78.395,78.355,89.250,97.830,94.915,96.585,114.535,119.910,116.410,113.930,104.870,98.830,86.045,83.095,82.485,73.465,72.935,82.310,81.725,79.360,78.625,77.295,75.185,79.975,74.510,71.680,79.310,87.845,86.340,92.475,94.855,96.775,101.150,95.195,90.510,86.420,95.125,105.415,101.895,99.405
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,24/03/22,97.550,88.685,85.350,88.580,82.300,72.190,67.085,74.300,73.915,78.135,84.005,91.040,94.225,96.540,102.790,107.785,99.175,107.660,103.070,98.120,75.015,71.445,71.155,71.945,83.405,77.885,73.325,67.200,64.320,72.070,79.485,80.685,73.795,76.715,75.930,74.615,72.240,83.965,81.980,78.715,90.355,89.850,90.655,88.895,89.485,88.830,85.145,87.745
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,25/03/22,76.315,76.505,81.870,80.120,79.310,77.700,76.380,72.895,72.270,74.475,76.620,83.905,91.080,90.740,94.830,97.080,101.245,102.735,104.635,92.645,69.640,72.570,74.995,77.555,70.660,68.600,71.965,73.450,74.280,75.885,73.285,69.345,69.695,75.485,78.490,78.240,73.105,75.890,76.745,78.925,82.095,82.660,82.960,84.285,88.540,82.895,82.770,80.255
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,26/03/22,83.755,84.005,78.630,72.480,73.725,83.120,82.535,79.640,76.705,77.010,86.070,97.200,90.870,90.065,90.265,98.100,109.060,113.610,108.920,104.570,80.850,75.680,78.045,79.090,74.385,71.880,78.785,77.095,68.250,74.585,71.305,73.210,70.835,74.010,81.785,84.195,75.015,82.225,86.435,86.485,86.560,87.895,86.870,91.475,90.400,88.225,83.195,77.250
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,27/03/22,88.305,86.440,85.315,86.865,90.610,88.850,86.840,90.950,90.810,89.475,91.145,103.230,101.145,99.110,106.065,116.700,113.520,105.430,81.215,81.530,85.480,91.785,84.145,82.125,83.890,82.975,77.765,83.315,76.320,73.670,80.225,78.190,85.735,81.255,72.395,76.625,81.105,86.605,81.350,80.060,87.010,94.400,99.170,91.255,84.975,82.885
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,28/03/22,81.870,83.710,83.165,74.180,66.790,74.140,76.285,79.830,79.775,80.285,89.340,93.965,91.940,102.110,97.880,101.050,105.035,107.310,100.420,99.830,79.885,78.450,80.620,83.090,79.720,72.725,75.555,76.410,72.500,71.750,77.680,78.570,80.220,86.230,95.885,81.820,70.790,83.720,83.045,83.240,91.895,89.370,95.720,90.580,89.305,87.405,78.320,86.760
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,29/03/22,86.655,88.910,87.775,92.690,90.620,89.290,85.455,78.750,78.730,78.115,94.100,96.050,96.540,96.895,104.600,103.565,102.615,96.320,93.065,93.665,75.245,78.165,79.600,80.135,76.195,76.575,77.090,71.235,74.030,80.570,90.695,97.175,84.295,86.070,82.540,80.595,74.860,73.025,77.375,90.310,88.150,90.335,96.135,92.970,95.525,91.435,94.430,93.275
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,30/03/22,82.685,84.475,84.440,81.320,77.815,74.710,80.190,78.905,81.680,73.240,82.335,93.340,95.085,101.880,109.475,106.310,111.885,117.700,112.415,100.170,85.885,90.655,86.580,86.230,80.480,73.820,75.060,83.520,82.010,77.865,88.960,88.160,85.450,85.445,82.960,80.605,77.775,80.070,76.545,76.825,84.260,90.840,94.495,93.560,99.310,102.315,100.045,95.435
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,31/03/22,92.715,94.585,91.415,97.620,97.575,95.620,92.635,89.945,86.420,80.000,98.210,102.080,104.230,109.780,110.565,110.560,112.660,113.015,104.385,99.980,115.630,106.630,103.845,105.615,109.305,104.550,103.900,94.725,94.645,106.155,106.005,106.050,111.815,107.945,100.400,99.590,96.605,94.400,104.550,103.320,103.720,107.400,105.330,110.045,109.270,113.595,107.125,106.855
"GS - Opco Angel 1 Limited","Doubletree By Hilton London Angel Kings Cross","HH 1200010232050 - K19TB01223",1200010232050,K19TB01223,KWH,A,01/04/22,104.535,109.520,104.925,103.940,102.235,98.680,97.600,100.540,91.645,89.135,96.805,115.200,114.175,113.740,116.230,116.405,99.450,91.665,93.965,96.410,84.750,86.745,87.440,86.925,79.545,85.180,86.230,80.535,79.490,85.805,84.385,82.860,86.900,95.870,93.705,84.010,72.495,78.540,84.795,86.035,86.260,88.760,90.195,92.550,100.755,97.545,94.090,92.370
