Meter Sequential - Variable Length - CSV kWh - Electricity
Report Date,08/06/2023 00:00
Report Run Date,08/06/2023 09:05
Company Name,GS - Opco Angel 1 Limited
Reporting Set,HH 1200010232050 - K19TB01223
Meters in Reporting Set,1

Company Name,Site Name,Online Meter Name,MPAN,Meter ID,Type,Est,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,28/04/2021,64.945,66.205,65.6,62.545,62.445,61.615,64.62,66.11,66.925,65.74,65.3,66.965,72.71,69.5,71.02,68.035,64,63.055,58.745,55.345,54.92,55.45,52.845,55.9,55.695,54.94,54.775,55.1,52.805,54.77,54.475,56.285,57.32,58.98,59.66,65.92,58.23,62.19,61.31,68.7,75.13,72.945,67.155,68.46,64.965,66.69,65.23,66.295,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,29/04/2021,64.755,67.17,68.705,69.325,62.775,59.945,60.045,63.61,64.425,63.75,69.365,70.515,76.825,73.245,78.865,80.14,66.805,64.915,67.965,66.555,60.255,59.77,60.585,58.925,58.24,61.42,56.01,56.495,53.835,55.015,54.71,53.955,55.605,60.475,63.715,65.415,63.45,64.98,68.645,67.26,67.29,66.01,68.625,69.065,68.99,62.905,67.41,66.125,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,30/04/2021,64.38,62.4,68.325,71.905,68.61,62,62.9,61.265,62.02,65.555,65.215,67.915,73.96,72.58,75.68,67.485,58.56,60.455,65.175,65.475,58.24,60.895,60.555,61.74,58.63,54.125,56.34,56.595,52.525,54.86,57.985,62.58,54.995,59.015,60.985,65.105,57.7,55.39,59.91,60.935,65.615,66.105,65.05,66.11,68.25,64.34,63.865,65.195,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,01/05/2021,67.66,68.305,67.07,63.635,63.025,58.605,52.885,62.51,61.475,64.125,69.4,69.26,66.92,70.06,72.2,68.615,63.68,69.785,71.985,61.385,57.355,60.365,60.82,54.59,52.565,52.405,53.125,55.2,54.435,56.195,55.36,52.915,57.975,70.125,69.795,65.51,64.125,69.43,69.6,68.805,70.46,76.115,80.35,74.505,75.13,72.595,70.445,69.325,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,02/05/2021,69.75,75.47,79.48,76.655,72.1,68.855,70.81,74.295,68.38,68.575,72.3,77.785,76.465,73.11,75.445,68.39,57.905,58.05,59.74,60.08,61.44,65.67,60.14,59.675,58.4,60.215,61.635,61.69,50.885,52.045,59.325,59.61,53.28,57.35,63.24,59.25,62.035,62.225,64.99,62.88,69.035,67.95,67.365,62.92,61.185,65.575,63.025,62.42,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,03/05/2021,63.9,62.845,63.28,65.955,62.21,61.095,59.385,62.155,62.275,64.735,61.24,61.985,65.345,65.58,65.605,66.03,56.43,60.415,60.37,58.285,58.51,58.135,57.025,56.875,53.98,54.7,57.64,62.305,55.64,56.715,57.82,60.23,56.955,57.865,64.275,66.125,66.28,66.31,70.075,69.825,69.535,70.15,72.625,72.24,67.3,68.95,71.82,67.93,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,04/05/2021,67.615,68.455,66.795,67.24,69.855,64.015,62.01,64.86,65.59,67.985,66.645,69.245,73.105,73.715,74.115,73.82,64.36,59.64,64.135,61.87,60.095,61.375,61.445,57.765,59.005,59.61,60.15,57.715,57.835,59.5,62.785,58.985,58.775,60.335,64.24,64.265,64.16,66.66,70.655,68.685,76.99,75.975,71.61,74.58,73.58,70.14,69.685,76.41,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,05/05/2021,81.57,80.35,74.535,74.88,69.16,67.4,63.565,69.605,66.47,68.695,73.23,77.025,79.04,78.61,83.17,82.015,74.19,76.37,74.625,71.435,67.47,69.675,68.58,63.215,62.56,65.135,63.475,61.005,59.665,58.8,59.07,58.235,58.655,61.85,62.95,66.345,61.945,65.49,70.715,80.41,85.145,83.91,78.905,77.65,71.79,72.225,73.31,68.3,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,06/05/2021,72.705,72.61,70.5,74.905,73.02,64.58,60.665,62.515,60.58,61.29,61.575,67.98,72.165,75.3,77.085,75.395,64.605,62.51,63.34,60.41,66.84,61.54,58.565,58.645,61.81,66.295,57.94,58.4,55,57.39,54.49,56.59,52.44,63.425,67.065,68.56,65.92,63.42,66.95,65.875,71.71,72.69,72.115,70.395,66.09,62.05,64.34,62.335,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,07/05/2021,62.04,63.495,71.535,67.765,71.765,61.25,61.43,63.825,71.695,67.29,66.485,70.08,70.88,71.29,76.09,73.305,61.72,63.555,60.99,57.345,57.62,62.32,62.51,62.075,57.035,58.195,59.075,53.1,54.01,59.99,61.18,58.28,49.901,52.595,58.3,56.135,56.71,58.51,59.9,62.185,59.4,59.655,58.06,63.91,61.685,56.305,59.645,67.58,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,08/05/2021,63.585,62.49,62.035,60.825,62.235,61.08,63.895,61.97,62.915,65.73,69.045,64.8,60.185,59.565,60.83,57.59,51.965,53.375,54.09,54.1,55.315,56.14,56.055,54.31,51.86,55.91,55.06,54.405,49.861,57.45,61.49,57.145,54.53,57.53,66.19,57.49,52.02,55.23,60.63,58.135,57.67,59.51,63.9,59.785,59.34,60.59,60.81,61.575,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,09/05/2021,60.655,61.105,57.52,52.095,56.03,53.78,54.2,53.185,50.8,53.68,54.7,57.54,54.68,54.325,56.835,55.01,56.735,54.94,54.79,54.825,53.315,55.87,53.235,51.02,53.205,55.155,55.08,53.835,49.033,53.63,52.465,50.595,49.742,50.665,51.29,50.175,49.72,53.48,53.915,53.33,53.23,54.505,56.56,56.865,57.095,53.16,52.53,55.185,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,10/05/2021,54.835,53.43,56.895,54.125,51.665,49.694,52.07,52.355,52.205,51.35,53.675,59.125,58.04,62.47,66.95,58.825,57.86,57.685,59.34,63.105,57.395,59.07,62.7,60.915,59.78,61.485,59.12,57.69,57.225,61.33,62.03,62.205,58.565,59.245,63.335,65.025,59.715,66.265,71.03,69.685,69.03,67.5,64.135,64.155,64.12,61.785,62.175,64.38,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,11/05/2021,62.145,63.345,68.505,65.955,65.45,64.43,67.125,66.885,65.435,65.91,67.345,74.5,76.12,73.245,74.215,70.72,60.86,62.58,64.905,60.08,57.385,57.38,58.26,57.155,56.015,56.58,59.235,56.795,53.41,54.745,57.815,56.48,56.475,55.285,59.23,58.975,60,62.965,69.69,64.18,66.755,70.12,65.415,64.785,62.28,60.225,57.84,63.28,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,12/05/2021,64.395,64.025,62.81,61.455,61.865,62.19,62.87,62.275,62.605,62.005,62.06,62.025,69.45,65.94,69.375,69.99,61.415,61.87,61.42,63.625,61.52,59.63,60.455,63.225,57.855,58.23,60.025,60.94,56.49,58.045,60.78,60.275,56.85,55.67,58.415,58.91,56.94,64.285,60.65,61.575,61.63,63.545,68.275,69.05,65.185,63.775,57.645,58.605,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,13/05/2021,56.32,57.925,58.915,62.725,65.03,59.84,53.505,54.57,54.845,54.425,54.375,55.03,61.095,60.675,66.89,65.26,61.05,62.735,61.785,62.54,58.65,59.54,57.19,58.92,57.375,56.56,58.055,57.385,56.505,56.005,56.285,55.685,52.36,53.09,56.65,54.355,52.32,55.785,61.885,65.875,62.545,64.215,63.185,61,59.55,59.055,57.97,57.675,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,14/05/2021,57.395,57.55,67.985,64.24,60.67,58.975,60.145,60.51,57.86,60.065,67.145,63.5,59.955,61.415,64.315,62.505,56.25,56.195,58.085,56.33,54.83,53.87,56.43,56.465,54.725,56.66,55.11,54.49,55.065,56.945,60.365,60.79,54.415,54.135,54.64,57.05,57.17,60.66,62.91,61.685,62.995,62.955,63.02,60.635,58.105,58.58,61.415,64.945,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,15/05/2021,64.7,66.52,67.64,67.65,67.57,63.47,56.39,62.625,63.66,66.025,68.535,68.085,67.14,70.63,71.195,66.065,55.08,56.115,56.615,56.725,55.965,56.77,59.7,57.75,52.775,53.685,53.94,52.915,54.17,60.57,60.925,62.935,58.255,63.76,67.575,62.94,58.34,64.615,65.945,67.59,65.78,66.61,67.565,65.82,63.725,65.125,64.14,66.295,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,16/05/2021,61.72,62.57,59.28,58.64,59.835,59.04,60.47,60.77,59.69,62.07,65.995,65.65,69.85,70.015,67.605,64.79,56.225,59.86,60.92,62.51,58.31,59.88,60.53,62.33,59.495,61.03,59.355,58.61,62.045,61.23,59.775,56.705,59.26,60.505,59.16,57.805,56.19,59.585,60.315,62.99,67.325,66.215,63.74,62.32,58.345,58.135,63.2,63.565,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,17/05/2021,62.81,63.425,66.74,63.31,58.495,55.95,57.295,61.385,66.02,64.375,77.125,76.085,74.285,74.195,78.86,75.04,71.04,71.475,70.885,64.93,63.395,63.765,63.94,65.255,59.2,61.34,61.985,60.96,59.705,61.52,64.695,62.445,61.085,63.215,67.265,72.685,65.91,66.555,67.435,69.86,68.625,72.145,71.925,73.87,72.485,73.3,69.535,66.69,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,18/05/2021,69.265,73.8,73.275,79.165,76.73,72.835,72.55,75.075,73.39,72.98,83.31,80.33,83.52,83.36,85.17,75.72,70.515,72.34,72.83,70.67,65.37,65.435,66.625,63.99,64.55,65.54,66.255,64.96,61.68,64.145,66.685,67.435,62.52,64.545,66.59,66.935,65.645,67.885,71.085,70.85,75.3,76.285,78.49,74.92,71.3,69.935,68.485,70.215,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,19/05/2021,66.695,66.565,68.91,66.605,62.715,71.185,70.375,70.84,67.92,70.585,83.5,86.35,88.26,87.125,90.54,84.92,73.655,77.785,78.175,78.72,71.865,73.22,78.715,72.965,65.52,68.4,67.86,66.015,60.32,64.82,66.165,72.51,64.195,68.46,73.305,74.555,68.075,68.885,68.355,69.61,71.805,72.78,73.11,70.92,74.18,74.54,74.005,70.135,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,20/05/2021,73.565,69.985,71.075,76.13,77.825,68.55,61.945,62.285,63.915,62.995,68.13,70.45,73.44,70.98,78.235,73.685,73.335,73.05,75.01,75.165,64.77,66.315,65.485,63.43,65.28,65.66,65.9,65.8,60.535,65.3,62.39,65.705,62.735,67.895,64.075,69.75,62.175,64.6,68.465,67.735,67.675,68.565,68.89,71.585,70.245,74.195,73.26,81.595,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,21/05/2021,81.55,77.515,72.235,73.145,73.345,70.56,64.865,67.48,68.435,69.465,75.985,77.335,78.345,79.17,82.6,75.64,70.135,76.67,80.14,80.265,68.355,66.845,75.23,73.525,65.655,65.025,64.095,63.43,62.24,64.695,63.395,67.625,59.43,59.475,59.84,57.735,63.845,66.955,68.715,70.63,70.46,74.135,75.32,75.335,79.825,67.63,70.355,84.965,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,22/05/2021,82.95,76.75,75.835,74.12,72.9,73.23,66.44,65.065,58.135,59.39,77.97,80.335,90.86,87.48,82.38,77.51,70.73,73.215,74.645,75.605,66.845,67.36,80.455,76.275,64.365,67.545,63.59,61.53,61.72,67.89,70.58,71.81,65.515,65.525,58.495,63.4,66.68,70.855,71.29,67.985,68.47,72.195,71.67,68.785,68.885,64.535,59.855,64.505,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,23/05/2021,65.24,71.535,74.035,74.055,75.61,69.94,73.08,77.39,81.1,71.635,78.41,90.775,90.335,80.03,79.56,83.635,72.29,72.105,76.605,81.4,71.49,68.305,78.79,71.235,65.61,69.91,70.095,68.145,60.29,63.315,64.97,64.595,59.5,56.475,61.145,64.465,64.415,63.815,66.53,63.75,64.14,66.35,67.72,73.145,68.63,65.505,69.135,67.165,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,24/05/2021,71.105,70.3,70.365,68.755,67.325,68.86,70.025,70.935,71.645,78.43,82.605,91.38,93.19,90.94,85.77,82.99,75.255,76.585,80.305,73.02,73.345,73.955,76.89,78.875,75.16,69.045,67.455,67.41,66.065,67.085,68.23,64.24,66.535,68.5,69.65,65.36,68.345,72.925,69.85,77.02,77.745,80.06,79.67,71.145,77.625,77.89,76.675,75.53,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,25/05/2021,72.425,79.08,77.57,75.61,76.925,69.145,66.165,75.13,74.24,75.015,85.445,90.155,94.78,92.21,86.79,80.405,69.145,73.335,76.09,76.545,76.07,73.805,76.45,80.945,73.935,67.71,70.355,60.475,68.705,67.095,70.785,69.835,70.02,64.175,71.715,73.23,69.375,79.56,78.105,71.555,79.22,77.2,78.79,75.91,75.66,73.36,74.715,73.05,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,26/05/2021,72.23,75.93,66.325,73.17,71.41,71.965,73.815,72.395,71.6,69.185,73.495,83.555,80.71,80.215,74.86,80.595,75.585,76.115,75.795,76.285,71.98,70.14,70.01,66.945,63.925,62.925,63.13,65.565,60.375,65.86,66.93,69.78,64.28,68.385,75.61,72.23,69.915,71.345,79.61,78.585,81.825,79.645,74.225,71.985,84.305,77.865,82.825,81.29,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,27/05/2021,80.2,78.91,76.89,77.255,78.395,75.595,69.565,62.34,70.45,70.4,79.555,78.085,79.75,83.815,88.945,86.11,77.335,81.235,78.515,70.31,74.22,76.61,72.06,69.09,64.09,62.695,62.88,67.075,63.225,63.085,58.17,58.02,64.41,69.25,74.475,79.43,65.035,71.21,73.12,72.78,76.1,77.13,82.515,76.97,77.39,90.405,80.56,76.345,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,28/05/2021,77.63,75.11,74.815,79.165,79.555,84.015,78.67,71.225,70.28,69.455,78.07,79.265,87.3,88.46,89.965,87.005,77.045,79.38,82.965,79.035,70.8,72.745,75.105,75.785,66.1,65.765,67.63,70.115,65.81,70.635,74.71,67.66,61.275,73.1,72.525,73.38,69.695,71.12,71.48,74.175,73.985,74.9,80.36,78.685,77.135,75.065,80.39,79.46,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,29/05/2021,81.665,79.715,78.22,80.365,83.385,85.12,76.145,77.145,73.48,70.06,85.075,85.435,79.565,79.08,87.015,86.37,75.01,81.25,84.8,85.99,74.29,70.225,81.68,76.19,62.575,68.08,66.835,66.78,62.965,69.155,72.24,69.905,63.33,72.425,78.51,79.99,72.74,73.585,76.885,82.005,81.49,82.485,83.61,89.11,91.865,91.69,93.29,88.02,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,30/05/2021,83.91,86.815,87.825,87.91,84.805,74.1,67.27,80.1,84.34,82.605,91.225,92.195,92.115,88.25,91.07,87.455,72.28,77.52,92.89,95.84,86.86,87.335,82.445,75.295,67.52,68.025,67.98,61.755,59.015,66.2,69.795,71.36,66.905,64.07,67.19,72.51,69.21,74.165,70.14,67.035,80.74,81.545,81.12,77.36,79.285,83.02,80.975,79.83,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,31/05/2021,81.05,75.005,76.92,78.6,73.475,79.88,82.635,81.62,85.25,83.37,91.705,87.025,85.815,91.42,91.78,85.32,84.74,83.33,89.85,82.405,78.345,74.425,74.04,66.095,61.495,69.01,68.11,69.785,62.03,68.875,65.885,67.235,64.55,67.085,71.875,67.69,63.88,71.48,77.805,75.675,75,76.45,78.36,78.075,80.725,79.065,80.92,75.91,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,01/06/2021,73.74,82.33,80.78,74.66,76.035,74.165,70.285,75.805,75.435,74.14,83.225,81.48,80.275,87.08,89.555,85.47,78.805,82.265,84.175,85.61,77.915,73.19,71.265,67.185,57.73,64.59,65.805,71.07,67.01,67.78,67.01,69.475,68.07,71.93,76.34,76.06,68.015,72.54,84.74,83.465,86.28,87.075,83.735,86.065,88.455,84.81,81.23,80.545,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,02/06/2021,79.8,80.225,85.35,85.775,86.565,83.26,87.05,85.715,82.515,74.725,79.88,89.27,83.13,77.91,90.74,91.38,83.205,81.595,87.135,87.725,81.05,79.68,77.745,78.46,69.305,69.56,64.32,63.65,64.96,69.1,74.08,72.22,70.38,73.505,76.775,82.73,77.28,80.39,81.82,78.91,78.51,86.68,86.285,90.24,91.15,93.125,89.14,85.525,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,03/06/2021,84.915,84.32,82.57,91.66,78.97,78.7,82.52,76.745,79.85,83.095,84.55,95.27,90.435,90.845,91.815,91.86,80.91,82.57,81.895,90.655,82.555,81.5,77.175,75.73,70.095,74.69,74.585,75.875,70.295,70.87,73.335,68.285,66.86,77.23,80.25,79.49,72.72,74.83,75.77,77.715,79.49,81.93,85.055,82.875,79.495,78.76,86.56,85.045,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,04/06/2021,80.315,77.185,79.105,74.865,78.03,74.215,70.88,73.115,73.265,71.49,71.505,79.74,88.99,87.88,89.54,87.885,82.56,84.54,85.865,85.115,79.675,76.325,90.985,72.445,63.65,73.755,68.81,70.28,66.015,71.915,73.98,72.09,73.055,73.95,78.8,78.585,70.09,76.315,77.19,78.1,86.165,87.115,88.335,84.835,88.45,93.35,89.305,84.595,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,05/06/2021,82.035,76.27,76.485,84.765,85.32,85.345,85.385,85.54,82.57,84.425,92.41,94.86,103.04,93.19,90.845,93.59,80.055,85.6,90.505,88.33,84.09,86.34,89.685,83.13,68.83,73.75,70.39,67.815,66.51,71.52,72.93,73.295,71.17,75.15,80.705,85.785,76.21,78.93,83.145,83.065,77.385,83.65,87.91,84.69,86.74,87.4,81.975,84.9,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,06/06/2021,87.895,90.48,95.27,93.91,90.275,86.995,92,93.885,92.705,91.225,97.57,101.33,109.17,101.67,99.905,98.31,80.66,79.405,79.41,86.92,87.23,82.165,93.57,86.835,70.445,73.18,76.565,73.88,67.585,73.615,74.52,73.16,58.95,63.4,65.63,68.37,65.49,66.415,69.295,70.27,72.405,75.96,71.985,76.545,77.025,75.105,66.97,69.77,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,07/06/2021,70.625,75.835,77.015,75.905,71.815,68.71,71,71.785,68.46,70.28,76.535,72.595,83.935,81.545,84.065,84.56,77.585,75.735,75.195,75.99,70.91,66.69,74.635,75.075,64.61,57.285,64.57,68.06,65.11,69.29,67.55,65.045,61.11,63.51,68.095,68.145,62.345,66.92,68.54,63.19,72.005,73.445,70.3,69.48,70.53,72.64,74.645,75.06,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,08/06/2021,74.515,74.26,71.165,70.6,69.415,63.27,73.615,74.155,74.295,71.975,81.045,86.865,94.825,84.785,88.375,95.82,74.755,78.435,76.56,72.74,70.31,66.01,63.67,66.25,67.795,60.985,61.37,62.49,61.035,62.68,65.43,68.295,63.825,61.035,72.98,75.08,68.595,72.61,73.495,75.98,81.715,80.25,79.83,80.8,80.66,80.77,82.51,71.705,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,09/06/2021,74.46,78.065,84.38,86.925,85.86,80.905,81.165,83.8,83.505,85.325,85.715,93.45,89.695,86.65,87.92,89.87,80.64,86.835,82.56,83.195,73.605,76.41,75.63,72.275,67.045,66.615,62.54,60.535,64.925,68.115,72.995,75.015,68.645,73.34,80.99,81.785,73.795,76.91,79.465,81.565,83.18,77.48,83.2,88.765,89.72,86.17,83.725,85.495,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,10/06/2021,83.895,81.03,81.875,78.96,76.54,75.47,75.425,74.63,79.61,73.195,78.615,80.215,85.19,84.845,87.54,88.58,79.635,81.14,88.89,85.94,73.765,73.59,77.71,69.08,56.005,60.895,67.82,72.235,64.95,67.79,68.385,67.585,66.565,74.35,73.68,75.54,70.61,75.03,70.77,73.82,77.45,78.835,79.905,83.065,86.1,78.99,79.665,79.82,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,11/06/2021,81.43,83.295,88.725,80.115,74.25,77.065,71.435,70.495,70.285,70.37,80.55,88.53,90.735,88.94,88.98,85.67,77.985,76.685,80.115,85.4,77.605,72.98,75.56,77.06,65.625,69.965,68.01,66.935,66.035,72.14,78.35,72.365,67.79,74.18,77.55,78.11,76.465,80.39,84.07,82.64,84.885,91.025,92.225,98.875,101.96,94.4,97.03,100.195,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,12/06/2021,96.4,93.655,92.315,96.545,100.445,94.57,89.105,87.29,84.19,81.805,89.53,85.815,93.35,101.085,95.34,92.985,81.565,87.865,92.6,94.28,87.64,84.315,87.685,85.74,70.615,66.225,70.315,73.75,66.57,69.585,70.79,71.29,67.73,73.555,78.155,81.32,74.26,79.29,81.405,75.9,80.42,85.75,88.875,91.63,91.255,93.615,95.17,92.725,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,13/06/2021,93.025,90.785,87.275,89.63,87.465,83.15,94.06,97.14,95.68,92.13,101.15,106.31,97.525,92.35,92.755,93.885,75.955,85.22,88.435,97.755,91.115,94.195,95.52,90.46,73.17,73.695,76.905,76.515,65.28,67.34,70.395,70.045,61.36,65.615,75.845,75.47,69.62,69.805,71.35,73.335,74.615,73.165,75.775,78.69,79.94,75.455,71.305,65.675,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,14/06/2021,66.82,68.605,67.535,70.205,68.84,66.535,66.065,65.855,66.025,64.385,73.29,76.13,79.135,73.535,71.04,83.065,76.075,79.5,82.545,81.985,74.125,71.25,75.935,83.06,69.275,70.38,71.56,72.965,64.555,70.745,76.925,76.33,68.265,72.415,72.665,72.795,70.845,76.045,82.41,84.045,84.72,84.195,84.845,80.165,76.55,85.065,84.285,83.08,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,15/06/2021,78.555,75.78,76.155,80.41,83.405,77.165,72.42,80.575,82.28,74.285,90.09,93.3,88.66,85.05,84.255,82.55,78.09,81.485,81.065,79.7,78.825,77.145,77.34,73.005,73.235,74.485,72.395,75.66,69.85,73.21,72.92,72.755,67.66,72.235,74.835,77.805,73.86,71.39,75.12,83.795,83.865,86.13,82.785,81.995,83.605,84.18,85.33,87.585,,
