Meter Sequential - Variable Length - CSV kWh - Electricity
Report Date,08/06/2023 00:00
Report Run Date,08/06/2023 09:05
Company Name,GS - Opco Angel 1 Limited
Reporting Set,HH 1200010232050 - K19TB01223
Meters in Reporting Set,1

Company Name,Site Name,Online Meter Name,MPAN,Meter ID,Type,Est,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,08/02/2022,101.405,101.525,107.195,100.925,97.175,94.52,97.1,95.61,89.825,93.29,101.54,110.17,120.63,115.225,117.615,122.17,116.76,115.605,111.52,107.975,86.915,82.365,87.94,83.625,79.41,83.025,81.27,80.705,80.96,79.525,89.645,91.895,94.33,98.535,99.26,92.98,84.405,86.955,90.095,86.19,87.31,95.225,97.285,100.815,105.805,104.605,104.42,104.51,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,09/02/2022,105.5,99.83,91.725,87.175,87.695,83.735,81.025,79.73,85.275,90.565,92.96,95.555,96.755,93.31,106.495,112.71,116.9,114.815,111.965,107.565,92.11,86.165,87.305,83.12,75.115,76.57,83.97,83.6,87.33,93.25,91.35,86.815,87.85,95.495,88.81,87.26,84.915,90.98,91.135,94.18,95.885,99.76,99.065,100.3,102.97,100.48,87.285,87.33,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,10/02/2022,95.575,92.865,92.305,90.11,88.405,86.09,84.94,86.11,83.055,74.54,80.815,93.085,97.955,103.205,115.275,113.44,118.31,110.74,108.175,106.43,75.745,78.31,84.325,86.025,85.77,85.405,84.47,82.215,78.505,76.195,80.535,72.325,77.985,80.615,82.185,84.525,87.5,93.905,97.615,98.62,94.405,91.785,84.87,89.915,94.52,99.685,102.285,94.925,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,11/02/2022,95.455,91.33,90.28,90.035,80.4,83.67,85.61,84.15,87.03,90.615,99.77,108.83,109.445,108.31,108.86,114.64,124.17,125.425,121.945,117.51,91.21,90.32,91.885,81.615,71.03,75.635,79.05,83.445,76.57,76.96,82.785,88.19,81.62,81.57,86.14,92.135,88.045,91.21,92.875,91.62,97.645,100.795,99.195,91.11,100.225,102.88,109.38,106.17,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,12/02/2022,103.595,100.295,104.56,98.13,94.105,90.415,94.685,97.525,101.675,97.73,103.95,109.5,114.875,115.08,111.895,103.91,104.535,115.205,126.35,121.905,96.545,97.785,97.48,87.845,81.99,81.41,90.16,90.525,85.615,89.04,93.61,94.455,90.79,95.43,88.285,93.7,96.35,104.845,104.535,110.39,113.07,115.05,109.615,114.93,112.785,111.345,121.35,117.97,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,13/02/2022,111.895,105.52,107.965,102.33,105.705,106.02,99.495,100.07,103.635,106.615,109.035,114.965,116.39,116.19,110.22,114.975,122.64,113.01,126.03,124.97,107.265,103.435,105.655,106.54,87.525,86.96,82.98,85.83,82.375,88.52,88.915,89.095,88.83,97.07,105.11,100.475,81.62,94.94,100.235,98.215,99.39,103.17,101.06,107.195,105.35,105.79,111.13,107.465,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,14/02/2022,106.525,102.475,100.65,98.075,99.05,109.735,94.815,83.81,80.45,77.82,86.635,100.885,103.54,103.925,110.695,113.01,117.595,116.035,120.68,105.985,81.585,88.25,92.955,94.375,88.245,92.1,91.56,87.555,87.925,88.69,89.32,80.99,86.21,98.835,93.6,89.985,88.15,98.945,101.04,107.225,112.595,113.37,125.335,116.66,113.445,109.565,100.825,111.585,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,15/02/2022,112.415,109.885,110.85,104.25,99.78,95.95,92.47,93.99,88.78,93.655,102.925,110.12,126.05,118.835,124.175,118.81,123.9,126.73,120.88,113.835,91.225,91.245,88,87.27,82.235,82.47,83.405,84.25,74.795,76.135,79.965,87.625,83.745,88.79,91.65,98.33,92.905,102.295,105.585,94.57,103.2,117.255,118.555,118.635,113.205,105.555,110.615,104.525,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,16/02/2022,101.55,90.515,95.445,102.135,100.175,101.085,94.71,91.63,98.275,100.57,101.575,99.785,105.715,116.9,123.365,126.3,124.235,126.08,127.835,112.755,85.95,89.655,82.24,91.315,79.955,83.09,89.745,89.11,83.265,96.435,95.635,92.625,80.425,83.475,82.25,87.925,90.41,94.895,101.07,105.2,106.19,102.3,109.285,98.615,98.365,105.605,109.62,96.89,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,17/02/2022,89.72,87.865,90.67,92.435,91.74,85.22,79.295,81.91,87.22,87.58,97.59,102.355,103.115,108.64,114.33,113.39,109.785,111.905,117.2,113.245,87.625,82.92,86.625,87.015,92.37,90.39,89.235,81.775,89.73,97.1,89.185,87.13,83.655,88.705,87.09,89.505,78.96,77.1,78.505,86.405,90.7,88.225,86.585,90.665,92.935,93.105,88.6,87.69,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,18/02/2022,86.11,86.97,89.28,90.79,87.06,81.74,79.23,79.575,79.76,78.85,86.125,95.685,96.475,98.49,108.83,112.865,119.56,123.525,131.46,117.8,78.885,83.03,90.105,88.685,81.425,81.99,85.41,90.42,80.965,75.18,77.46,87.17,83.585,92.885,94.46,87.04,86.05,96.99,97.895,92.325,100.39,105.855,116.365,113.11,110.25,113.8,118.36,116.63,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,19/02/2022,102.525,99.15,104.21,105.48,103.03,99.12,97.575,97.145,96.54,99.875,103.495,117.89,124.595,119.39,133.155,127.305,124.2,121.59,122.675,120.58,84.06,89.67,93.055,100.51,90.075,91.86,96.5,95.745,103.865,95.55,90.885,87.725,80.18,84.395,87.01,91.655,83.56,86.985,92.525,99.235,97.335,107.265,111.605,118.47,116.27,116.56,118.825,115.845,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,20/02/2022,107.845,103.56,100.315,104.745,107.05,108.965,109.71,114.84,107.685,105.87,122.535,116.275,117.12,118.31,120.345,125.295,134.365,139.085,137.61,128.9,85.235,85.875,88.12,87.96,83.665,80.55,82.79,85.965,84.565,83.59,87.135,92.755,75.66,79.58,86.75,87.015,81.62,85.925,90.235,100.24,103.055,106.575,99.465,99.31,103.235,102.92,105.2,104.4,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,21/02/2022,101.18,101.63,101.46,95.1,87.37,90.715,95.36,96.945,94.57,97.795,115.915,113.99,108.165,117.815,112.26,113.83,130.815,132.305,127.44,116.905,90.96,97.84,99.595,99.68,85.285,80.24,86.275,91.82,96.095,88.56,95.545,99.55,93.235,91.43,89.795,88.61,92.63,99.04,99.04,105.4,111.235,116.85,113.15,107.03,108.065,98.345,96.56,102.49,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,22/02/2022,107.435,104.415,101.555,103.41,101.655,99.985,100.07,94.975,96,98.745,113.225,111.745,107.165,118.4,123.195,116.31,117.47,110.455,108.77,108.065,81.055,85.295,97.83,94.62,82.64,86.79,96.29,86.68,79.475,88.85,95.2,92.155,87.31,96.09,99.41,103.655,89.655,93.8,98.27,101.29,108.14,111.55,117.26,113.74,107.27,109.23,110.655,110.35,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,23/02/2022,106.735,101.165,107.645,110.045,104.79,104.795,101.055,104.365,102.72,103.26,109.505,117.12,126.895,134.385,134.68,135.31,132.745,120.105,120.475,122.525,95.245,83.77,84.99,85.415,89.73,89.695,89.895,90.065,80.695,92.74,87.805,89.57,78.41,81.49,90.675,90.12,90.54,95.29,104.3,107.895,104.73,108.595,113.595,102.21,99.76,99.98,96.455,95.795,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,24/02/2022,100.865,102.205,98.065,95.885,97.19,89.03,88.99,92.085,95.32,100.03,104.875,111.565,116.74,121.565,127.815,126.68,128.33,125.06,123.34,119.98,90.975,86.46,89.565,85.76,86.24,95.695,87.3,87.355,88.235,92.51,88.67,90.005,84.185,90.91,97.69,102.88,90.47,95.685,100.48,106.855,111.21,113.085,113.735,116.74,117.025,119.725,110.71,112.055,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,25/02/2022,112.94,115.095,107.805,107.955,105.96,102.79,99.975,99.48,93.505,105.96,114.155,118.155,118.115,123.835,136.56,129.71,139.29,140.115,128.74,111.055,81.395,85.3,84.775,82.275,80.22,81.465,81.305,79.31,75.2,76.295,82.375,88.33,86.67,93.645,100.28,95.56,77.595,80.96,87.405,91.755,97.985,100.46,98.165,108.88,108.39,109.215,111.275,110.22,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,26/02/2022,115.365,109.295,112.76,109.65,104.335,104.86,106.18,101.255,98.435,101.385,113.425,118.925,111.635,112.39,112.995,114.47,122.72,118.09,118.63,112.315,91.42,86.84,88.345,93.92,80.025,81.735,89.81,91.065,91.795,90.485,88.46,89.44,85.785,90.645,91.96,91.59,89.02,93.95,107.285,110.955,117.165,123.37,119.535,114.59,105.81,103.89,105.845,113.395,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,27/02/2022,103.46,112.335,106.865,109.325,105.515,101.835,95.16,94.565,100.135,101.49,114.295,125.16,118.275,122.395,130.05,121.52,128.715,130.96,135.57,128.935,100.58,94.92,98.29,97.37,100.3,88.685,85.09,84.78,86.49,86.405,84.83,89.455,88.955,95.585,95.82,92.49,81.9,92.975,97.15,97.015,97.925,107.525,111.855,119.865,113.305,110.495,98.765,101.09,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,28/02/2022,103.565,97.24,99.39,99.6,97.03,95.94,93.55,91.77,87.11,91.24,110.115,115.65,109.16,109.92,116.445,119.125,120.2,119.62,117.645,109.355,88.295,90.21,88.185,88.36,84.415,89.735,83.72,89.775,88.72,80.02,81.35,84.76,86.485,91.85,89.69,93.53,88.77,95.67,97.92,104.46,96.04,100.635,110.075,108.995,111.35,105.165,94.865,92.475,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,01/03/2022,89.85,90.995,88.39,85.26,83.27,92.44,92.97,91.345,90.485,89.47,102.835,103.375,100.855,106.86,109.265,109.945,116.875,114.575,110.285,103.915,88.82,84.475,85.35,80.38,75.995,79.45,80.075,78.99,79.04,85.85,86.375,85.535,84.575,85.57,84.85,85.71,85.985,86.335,96.75,102.105,103.87,103.005,105.765,106.02,99.635,105.54,115.595,118.995,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,02/03/2022,112.115,109.285,109.385,108.23,103.23,91.465,90.545,98.885,102.055,97.275,106.28,121.51,120.34,119.54,125.1,123.99,119.675,120.02,121.995,112.32,90.38,84.695,87.92,93.155,79.395,83.4,87.93,92.455,89.33,85.715,88.735,90.785,82.69,76.99,86.65,90.635,91.95,99.76,98.895,98.855,102.295,103.735,104.22,95.19,99.145,94.2,99.08,99.435,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,03/03/2022,96.245,94.855,96.01,95.035,94.2,88.78,93.885,98.105,99.31,94.15,104.63,117.8,113.295,114.04,114.08,115.655,121.92,123.77,121.515,108,82.84,81.96,83.035,85.1,84.94,74.48,85.98,82.765,79.97,76.965,84.315,93.26,83.115,74.11,69.995,82.11,82.33,84.55,87.255,88.185,88.115,94.145,95.96,86.88,93.26,92.09,91.815,89.145,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,04/03/2022,90.395,90.615,89.8,88.85,85.07,82.085,81.475,86.95,87.59,85.945,96.555,105.545,103.725,107.03,114.415,106.065,110.89,120.78,122.245,109.8,86.885,85.615,86.24,88.185,84.875,76.93,77.485,82.565,80.125,81.705,93.235,89.05,83.245,91.45,100.415,90.69,74.06,82.24,86.305,86.36,91.02,88.915,90.42,89.815,92.315,84.225,81.47,90.555,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,05/03/2022,93.295,88.33,88.53,86.445,88.915,83.58,83.56,79.865,79.67,83.905,98.47,106.385,101.525,108.885,111.79,107.69,109.57,108.06,108.24,105.375,90.25,87.89,85.175,89.115,84.615,87.07,77.755,86.195,81.295,78.505,78.19,85.635,81.905,83.04,84.495,85.1,76.435,88.1,85.805,89.51,95.015,95.455,98.23,100.21,97.02,104.965,109.175,105.805,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,06/03/2022,100.17,99.38,99.635,100.985,95.04,92.46,97.26,98.75,96.32,94.19,113.04,113.105,114.1,109.55,113.95,122.67,119.325,123.865,127.395,119.52,96.96,95.515,88.785,83.29,77.095,75.885,80.845,87.46,82.675,85.55,87.77,80.89,77.29,91.06,88.045,88.765,86.815,85.995,92.15,94.955,98.835,96.155,107.26,113.735,112.315,101.87,101.985,102.095,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,07/03/2022,95.985,90.245,93.465,96.18,98.955,100.16,97.545,100.125,97.315,96.19,103.67,113.03,107.76,108.575,117.155,119.25,119.23,123.125,109.97,104.29,89.58,89.78,89.88,85.45,81.58,79.305,80.72,76.125,75.53,84.57,92.23,93.725,95.725,98.31,105.34,97.175,94.835,120.145,115.77,115.205,123.985,125.12,125.165,127.22,121.685,118.205,119.255,126.085,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,08/03/2022,126.565,121.055,128.195,120.02,117.055,104.855,108.185,114.125,107.875,108.705,122.775,124.345,126.55,123.01,143.895,136.825,136.095,133.87,133.54,118.965,91.735,87.72,87.335,92.975,84.94,83.04,83.7,81.725,76.735,83.765,69.25,72.535,81.37,75.985,86.21,86.06,77.155,87.48,91.275,86.735,87.45,104.16,121.555,120.12,124.89,119.565,116.34,117.55,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,09/03/2022,104.695,100.57,99.04,103,99.43,99.35,97.045,96.07,99.465,96.655,101.295,112.4,119.33,120.65,141.52,134.295,141.765,142.475,135.07,117.35,81.6,96.325,98.99,87.63,85.355,88.885,87.39,81.615,70.99,73.385,84.225,85.625,87.725,88.335,91.22,96.115,87.655,89.525,91.305,111.405,104.27,101.06,104.865,115.895,111.87,111.415,104.14,103.85,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,10/03/2022,98.315,102.465,99.41,99.81,99.4,99.395,94.76,95.37,93.505,94.385,106.34,120.07,113.91,123.765,123.07,123.83,121.04,122.135,123.91,107.25,81.605,91.3,95.48,96.3,94.08,97.895,92.925,84.29,80.73,80.53,79.955,85.505,85.43,95.98,96.515,95.49,89.045,91,105.17,103.425,102.76,115.26,118.43,123.65,125.04,124.8,116.395,108.69,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,11/03/2022,108.655,102.965,93.355,95.63,101.745,98.535,95.985,94.26,95.805,91.845,105.095,105.3,107.59,116.825,123.525,130.125,124.39,122.22,118.165,109.365,87.39,82.955,73.16,76.165,82.925,81.82,82.26,82.94,82.78,88.52,96.115,80.755,76.945,86.61,88.81,94.45,88.25,92.625,97.055,98.315,105.01,92.33,100.305,101.93,100.245,101.42,101.725,106.895,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,12/03/2022,101.49,100.14,100.455,93.435,92.35,100.675,93.55,87.16,88.12,90.55,92.63,107.165,103.935,96.5,105.68,112.425,115.655,120.805,113.65,109.13,90.435,87.19,84.455,80.48,80.48,83.645,85.67,84.72,83.12,90.425,84.065,84.47,78.735,78.055,78.98,93.68,88.08,91.135,91.065,94.6,96.24,97.065,93.765,89.925,84.335,86.16,90.675,82.465,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,13/03/2022,87.11,90.695,88.525,88.75,89.025,85.695,78.15,73.76,78.34,80.065,87.935,95.78,91.8,98.81,101.21,102.225,110.06,110.625,126.07,120.12,89.83,83.285,80.58,80.73,81.56,77.84,73.015,72.355,75.985,75.03,82.135,82.79,73.365,79.525,83.585,86.03,71.965,69.11,81.975,87.47,84.465,86.095,84.18,86.09,81.265,76.875,76.8,72.99,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,14/03/2022,69.03,69.6,74.135,72.675,71.075,70.11,69.825,68.365,69.665,70.48,70.19,80.715,82.735,88.87,93.44,96.845,96.5,93.195,95.21,93.265,73.285,73.095,75.72,73.74,74.105,76.735,73.39,73.79,70.845,76.755,74.075,85.44,79.805,86.855,99.65,94.815,84.32,88.865,91.65,95.76,92.42,95.85,100.835,101.16,95.795,98.63,90.91,92.03,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,15/03/2022,95.67,92.655,92.315,88.65,92.295,97.115,97.71,92.245,85.205,87.785,102.665,104.285,107.155,103.135,110.245,115.68,118.145,115,106.64,102.16,78.65,78.895,89.535,78.885,74.16,84.105,80.07,80.5,77.1,78.83,81.14,81.24,79.2,86.05,81.25,82.225,83.405,88.62,91.59,92.825,92.89,98.06,95.37,100.045,95.91,83.865,86.88,86.6,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,16/03/2022,90.56,89.235,88.24,86.055,82.95,88.355,84.38,78.23,78.48,84.61,92.54,102.115,99.67,104.23,116.12,120.955,120.935,115.725,103.785,104.845,80.685,79.59,78.35,80.915,81.305,78.595,81.895,77.36,71.73,75.01,96.12,95.76,87.385,86.73,88.86,89.17,81.445,82.125,76.67,80.49,93.955,95.14,98.67,101.22,104.755,101.825,98.27,102.695,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,17/03/2022,92.41,84.11,82.69,86.24,80.985,84.095,86.965,86.89,85.295,90.055,87.77,87.28,97.435,109.71,114.375,107.965,108.615,115.365,113.74,106.99,82.51,78.335,86.1,90.555,85.77,80.835,77.255,77.35,73.635,76.74,75.68,74.365,75.175,80.655,76.74,80.68,76.605,76,74.09,77.485,78.18,80.625,77.16,81.24,87.395,80.98,85.3,85.4,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,18/03/2022,87.345,84.46,86.01,82.08,75.875,71.16,76.725,74.425,74.835,74.405,84.765,95.095,86.565,96.41,101.97,93.435,99.66,105.86,103.185,104.815,81.765,82.535,77.42,78.535,75.635,72.325,69.805,74.38,70.555,73.145,83.665,80.655,76.84,94.8,157.915,141.805,69.295,79.12,84.275,85.83,86.47,94.635,98.78,99.875,100.555,97.985,87.7,93.42,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,19/03/2022,95.06,98.06,94.965,93.77,97.15,91.965,88.88,80.86,78.155,84.04,95.925,101.74,99.46,101.975,103.83,105.78,107.74,101.805,109.955,113.435,85.355,83.33,83.195,87.645,74.495,76.845,70.225,71.795,72.32,71.71,76.18,77.965,79.55,78.915,80.395,72.615,72.805,82.47,86.445,87,90,90.995,95.925,94.635,95.385,83.765,83.435,90.925,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,20/03/2022,87.86,88.345,90.98,86.47,88.775,90.305,86.87,85.08,92.25,90.75,103.935,106.71,105.125,102.965,107.195,111.385,102.115,111.785,113.555,114.72,89.08,82.905,81.305,84.98,88.955,76.04,72.22,80.35,75.42,78.445,82.15,83.08,82.38,81.525,77.485,80.275,73.305,77.49,85.85,84.94,87.18,88.98,87.3,96.485,95.16,88.895,85.595,85.275,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,21/03/2022,88.44,85.755,86.365,87.505,87.39,84.385,87.99,87.125,80.915,78.08,93.075,99.56,105.24,100.37,103.255,106.515,104.225,105.955,95.195,94.97,78.265,78.1,80.305,77.49,73.735,72.295,72.275,76.825,67.405,73.62,82.305,79.835,78.725,90.84,93.39,92.475,83.64,84.975,84.53,88.485,96.755,97.35,101.46,101.87,99.73,89.64,92.475,93.82,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,22/03/2022,84.985,92.265,92.615,87.61,87.18,88.16,86.5,85.78,82.685,80.855,79.785,94.2,99.335,106.045,112.995,114.205,118.23,114.34,114.525,112.21,72.065,70.225,80.175,88.15,79.2,81.87,80.885,83.025,73.33,77.075,79.895,79.075,76.2,80.52,75.07,78.84,85.98,89.145,93.74,101.68,97.005,94.525,95.445,97.665,98.33,98.82,101.675,95.08,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,23/03/2022,93.785,93.6,91.42,84.675,81.37,83.445,76.975,75.375,78.395,78.355,89.25,97.83,94.915,96.585,114.535,119.91,116.41,113.93,104.87,98.83,86.045,83.095,82.485,73.465,72.935,82.31,81.725,79.36,78.625,77.295,75.185,79.975,74.51,71.68,79.31,87.845,86.34,92.475,94.855,96.775,101.15,95.195,90.51,86.42,95.125,105.415,101.895,99.405,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,24/03/2022,97.55,88.685,85.35,88.58,82.3,72.19,67.085,74.3,73.915,78.135,84.005,91.04,94.225,96.54,102.79,107.785,99.175,107.66,103.07,98.12,75.015,71.445,71.155,71.945,83.405,77.885,73.325,67.2,64.32,72.07,79.485,80.685,73.795,76.715,75.93,74.615,72.24,83.965,81.98,78.715,90.355,89.85,90.655,88.895,89.485,88.83,85.145,87.745,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,25/03/2022,76.315,76.505,81.87,80.12,79.31,77.7,76.38,72.895,72.27,74.475,76.62,83.905,91.08,90.74,94.83,97.08,101.245,102.735,104.635,92.645,69.64,72.57,74.995,77.555,70.66,68.6,71.965,73.45,74.28,75.885,73.285,69.345,69.695,75.485,78.49,78.24,73.105,75.89,76.745,78.925,82.095,82.66,82.96,84.285,88.54,82.895,82.77,80.255,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,26/03/2022,83.755,84.005,78.63,72.48,73.725,83.12,82.535,79.64,76.705,77.01,86.07,97.2,90.87,90.065,90.265,98.1,109.06,113.61,108.92,104.57,80.85,75.68,78.045,79.09,74.385,71.88,78.785,77.095,68.25,74.585,71.305,73.21,70.835,74.01,81.785,84.195,75.015,82.225,86.435,86.485,86.56,87.895,86.87,91.475,90.4,88.225,83.195,77.25,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,27/03/2022,88.305,86.44,85.315,86.865,90.61,88.85,86.84,90.95,90.81,89.475,91.145,103.23,101.145,99.11,106.065,116.7,113.52,105.43,81.215,81.53,85.48,91.785,84.145,82.125,83.89,82.975,77.765,83.315,76.32,73.67,80.225,78.19,85.735,81.255,72.395,76.625,81.105,86.605,81.35,80.06,87.01,94.4,99.17,91.255,84.975,82.885,,,,
GS - Opco Angel 1 Limited,Doubletree By Hilton London Angel Kings Cross,HH 1200010232050 - K19TB01223,1.20001E+12,K19TB01223,KWH,A,28/03/2022,81.87,83.71,83.165,74.18,66.79,74.14,76.285,79.83,79.775,80.285,89.34,93.965,91.94,102.11,97.88,101.05,105.035,107.31,100.42,99.83,79.885,78.45,80.62,83.09,79.72,72.725,75.555,76.41,72.5,71.75,77.68,78.57,80.22,86.23,95.885,81.82,70.79,83.72,83.045,83.24,91.895,89.37,95.72,90.58,89.305,87.405,78.32,86.76,,
